MetinID,Ort_Kelime_Boyu,Ort_Cumle_Boyu,Noktalama_Orani,Zenginlik_Endeksi,Tekrarlayan_Kelime_Orani,Zarf_Orani,Sifat_Orani,Pasif_Cumle_Orani,Baglac_Orani,Yazar_Sinifi
TXT_1050,5.61,18.38,0.146,0.81,0.217,0.067,0.136,0.064,0.083,Ahmet_Hamdi
TXT_1051,5.7,15.89,0.115,0.73,0.174,0.105,0.17,0.09,0.071,Halide_Edip
TXT_1052,5.94,25.79,0.18,0.73,0.168,0.072,0.102,0.098,0.106,Ahmet_Hamdi
TXT_1053,5.23,18.96,0.119,0.7,0.137,0.09,0.13,0.056,0.102,Peyami_Safa
TXT_1054,6.18,24.05,0.15,0.8,0.218,0.091,0.128,0.044,0.061,Peyami_Safa
TXT_1055,5.67,27.3,0.128,0.77,0.236,0.063,0.11,0.025,0.048,Ahmet_Hamdi
TXT_1056,5.32,19.14,0.1,0.68,0.137,0.096,0.096,0.039,0.091,Halide_Edip
TXT_1057,5.63,14.84,0.104,0.62,0.216,0.094,0.168,0.086,0.115,Halide_Edip
TXT_1058,5.29,18.72,0.13,0.67,0.119,0.091,0.088,0.07,0.124,Halide_Edip
TXT_1059,4.86,21.68,0.118,0.7,0.245,0.099,0.123,0.021,0.078,Halide_Edip
TXT_1060,6.22,18.52,0.154,0.74,0.129,0.091,0.117,0.037,0.124,Ahmet_Hamdi
TXT_1061,4.85,16.73,0.129,0.65,0.207,0.063,0.101,0.03,0.13,Halide_Edip
TXT_1062,6.39,18.38,0.159,0.83,0.104,0.064,0.111,0.082,0.083,Ahmet_Hamdi
TXT_1063,5.8,26.98,0.161,0.77,0.237,0.097,0.099,0.064,0.143,Ahmet_Hamdi
TXT_1064,6.08,21.57,0.131,0.75,0.177,0.079,0.164,0.079,0.148,Ahmet_Hamdi
TXT_1065,5.99,22.88,0.155,0.74,0.142,0.052,0.147,0.068,0.124,Ahmet_Hamdi
TXT_1066,5.62,17.12,0.142,0.67,0.109,0.097,0.096,0.066,0.139,Peyami_Safa
TXT_1067,5.49,18.31,0.13,0.77,0.179,0.096,0.136,0.029,0.077,Peyami_Safa
TXT_1068,5.28,15.23,0.098,0.75,0.16,0.055,0.086,0.088,0.144,Halide_Edip
TXT_1069,5.67,20.29,0.169,0.75,0.196,0.084,0.087,0.056,0.066,Ahmet_Hamdi
TXT_1070,5.43,19.81,0.114,0.7,0.227,0.073,0.119,0.052,0.107,Halide_Edip
TXT_1071,5.57,16.18,0.122,0.66,0.21,0.064,0.128,0.049,0.063,Halide_Edip
TXT_1072,5.77,24.95,0.179,0.75,0.242,0.085,0.145,0.06,0.072,Ahmet_Hamdi
TXT_1073,5.67,19.42,0.117,0.66,0.134,0.109,0.177,0.096,0.13,Peyami_Safa
TXT_1074,6.17,16.87,0.143,0.76,0.16,0.097,0.165,0.026,0.083,Peyami_Safa
TXT_1075,5.11,20.06,0.096,0.75,0.136,0.113,0.096,0.077,0.065,Halide_Edip
TXT_1076,5.52,17.75,0.152,0.78,0.184,0.077,0.126,0.058,0.041,Peyami_Safa
TXT_1077,5.7,17.8,0.112,0.74,0.173,0.116,0.098,0.088,0.063,Peyami_Safa
TXT_1078,4.92,18.74,0.127,0.66,0.11,0.054,0.118,0.063,0.058,Halide_Edip
TXT_1079,5.81,21.9,0.138,0.66,0.131,0.108,0.151,0.081,0.088,Peyami_Safa
TXT_1080,6.19,19.86,0.126,0.75,0.142,0.09,0.17,0.08,0.119,Peyami_Safa
TXT_1081,5.21,20.46,0.101,0.73,0.241,0.075,0.139,0.074,0.148,Halide_Edip
TXT_1082,5.84,16.05,0.15,0.7,0.21,0.101,0.139,0.061,0.07,Peyami_Safa
TXT_1083,4.84,17.7,0.096,0.71,0.163,0.116,0.144,0.059,0.127,Halide_Edip
TXT_1084,5.36,19.86,0.157,0.75,0.145,0.109,0.143,0.09,0.134,Peyami_Safa
TXT_1085,5.84,16.56,0.143,0.71,0.158,0.078,0.117,0.094,0.104,Peyami_Safa
TXT_1086,5.37,22.67,0.11,0.71,0.245,0.112,0.153,0.072,0.111,Peyami_Safa
TXT_1087,6.0,27.77,0.176,0.7,0.125,0.072,0.12,0.097,0.101,Ahmet_Hamdi
TXT_1088,5.95,19.98,0.142,0.8,0.125,0.103,0.117,0.071,0.09,Ahmet_Hamdi
TXT_1089,5.72,26.97,0.163,0.76,0.21,0.097,0.12,0.097,0.114,Ahmet_Hamdi
TXT_1090,5.73,18.97,0.127,0.73,0.217,0.052,0.165,0.093,0.058,Halide_Edip
TXT_1091,5.38,18.07,0.156,0.72,0.23,0.109,0.086,0.071,0.094,Peyami_Safa
TXT_1092,5.01,21.85,0.103,0.7,0.143,0.078,0.104,0.096,0.082,Halide_Edip
TXT_1093,5.79,18.97,0.126,0.8,0.127,0.102,0.176,0.061,0.117,Peyami_Safa
TXT_1094,6.18,24.44,0.133,0.7,0.181,0.116,0.12,0.078,0.059,Peyami_Safa
TXT_1095,6.0,18.83,0.129,0.66,0.178,0.111,0.133,0.057,0.082,Peyami_Safa
TXT_1096,6.02,23.12,0.153,0.76,0.184,0.065,0.082,0.024,0.146,Ahmet_Hamdi
TXT_1097,5.81,20.84,0.169,0.72,0.108,0.055,0.146,0.023,0.149,Ahmet_Hamdi
TXT_1098,5.29,16.96,0.156,0.72,0.141,0.096,0.085,0.097,0.107,Peyami_Safa
TXT_1099,5.61,20.87,0.127,0.73,0.101,0.059,0.145,0.083,0.098,Halide_Edip
TXT_1100,4.84,21.53,0.097,0.64,0.186,0.116,0.155,0.055,0.055,Halide_Edip
TXT_1101,5.76,19.23,0.139,0.71,0.199,0.103,0.104,0.069,0.078,Peyami_Safa
TXT_1102,5.15,17.15,0.119,0.74,0.143,0.068,0.136,0.047,0.096,Halide_Edip
TXT_1103,5.57,18.1,0.154,0.79,0.169,0.067,0.147,0.093,0.12,Ahmet_Hamdi
TXT_1104,5.56,24.77,0.167,0.73,0.152,0.085,0.108,0.031,0.072,Ahmet_Hamdi
TXT_1105,6.18,20.18,0.115,0.69,0.202,0.055,0.087,0.086,0.15,Peyami_Safa
TXT_1106,6.41,24.52,0.178,0.85,0.244,0.101,0.14,0.033,0.073,Ahmet_Hamdi
TXT_1107,5.29,17.19,0.154,0.66,0.121,0.096,0.092,0.051,0.095,Peyami_Safa
TXT_1108,5.14,18.63,0.112,0.64,0.186,0.091,0.097,0.051,0.132,Halide_Edip
TXT_1109,5.99,19.22,0.134,0.67,0.247,0.069,0.16,0.095,0.144,Peyami_Safa
TXT_1110,5.66,24.74,0.118,0.68,0.108,0.053,0.117,0.08,0.078,Peyami_Safa
TXT_1111,6.09,22.33,0.16,0.82,0.167,0.055,0.163,0.061,0.096,Ahmet_Hamdi
TXT_1112,5.7,27.23,0.146,0.83,0.205,0.087,0.098,0.025,0.133,Ahmet_Hamdi
TXT_1113,5.72,20.38,0.137,0.7,0.132,0.067,0.165,0.066,0.103,Peyami_Safa
TXT_1114,4.87,21.58,0.121,0.63,0.237,0.08,0.16,0.03,0.093,Halide_Edip
TXT_1115,5.58,21.0,0.101,0.71,0.148,0.104,0.086,0.097,0.106,Halide_Edip
TXT_1116,5.62,20.91,0.106,0.7,0.196,0.115,0.092,0.082,0.076,Halide_Edip
TXT_1117,5.32,19.31,0.096,0.74,0.248,0.09,0.108,0.069,0.094,Halide_Edip
TXT_1118,5.84,20.06,0.155,0.76,0.205,0.078,0.087,0.087,0.054,Peyami_Safa
TXT_1119,6.44,21.99,0.13,0.78,0.183,0.05,0.088,0.079,0.09,Ahmet_Hamdi
TXT_1120,6.04,24.34,0.144,0.79,0.143,0.104,0.113,0.086,0.112,Peyami_Safa
TXT_1121,6.29,20.35,0.173,0.75,0.223,0.066,0.098,0.062,0.117,Ahmet_Hamdi
TXT_1122,5.22,19.14,0.115,0.67,0.117,0.079,0.118,0.085,0.147,Halide_Edip
TXT_1123,5.45,19.36,0.117,0.72,0.163,0.059,0.099,0.091,0.104,Halide_Edip
TXT_1124,5.61,22.34,0.119,0.71,0.207,0.075,0.145,0.086,0.12,Peyami_Safa
TXT_1125,5.37,14.95,0.116,0.63,0.205,0.067,0.08,0.084,0.107,Halide_Edip
TXT_1126,5.82,24.8,0.139,0.69,0.228,0.108,0.166,0.02,0.104,Peyami_Safa
TXT_1127,4.96,21.63,0.113,0.67,0.242,0.088,0.147,0.092,0.125,Halide_Edip
TXT_1128,5.37,22.11,0.12,0.78,0.112,0.097,0.143,0.075,0.063,Peyami_Safa
TXT_1129,6.34,24.0,0.162,0.81,0.21,0.109,0.124,0.077,0.059,Ahmet_Hamdi
TXT_1130,5.42,21.54,0.141,0.67,0.238,0.051,0.141,0.026,0.07,Peyami_Safa
TXT_1131,5.22,23.57,0.149,0.67,0.203,0.116,0.098,0.032,0.04,Peyami_Safa
TXT_1132,5.38,21.43,0.096,0.62,0.154,0.078,0.163,0.087,0.049,Halide_Edip
TXT_1133,5.16,15.27,0.112,0.69,0.206,0.079,0.161,0.039,0.084,Halide_Edip
TXT_1134,4.9,17.91,0.134,0.69,0.174,0.108,0.124,0.091,0.107,Halide_Edip
TXT_1135,5.33,19.08,0.153,0.67,0.137,0.058,0.177,0.066,0.052,Peyami_Safa
TXT_1136,5.69,22.84,0.124,0.7,0.217,0.114,0.171,0.043,0.106,Ahmet_Hamdi
TXT_1137,6.26,23.02,0.141,0.76,0.225,0.114,0.123,0.096,0.117,Ahmet_Hamdi
TXT_1138,6.35,27.55,0.149,0.81,0.175,0.091,0.137,0.023,0.085,Ahmet_Hamdi
TXT_1139,6.2,27.76,0.127,0.83,0.114,0.053,0.114,0.075,0.071,Ahmet_Hamdi
TXT_1140,5.0,17.78,0.097,0.69,0.173,0.054,0.118,0.077,0.067,Halide_Edip
TXT_1141,5.75,20.46,0.128,0.65,0.204,0.103,0.098,0.064,0.144,Halide_Edip
TXT_1142,5.7,20.26,0.143,0.67,0.161,0.094,0.126,0.095,0.124,Peyami_Safa
TXT_1143,5.42,19.32,0.099,0.66,0.165,0.115,0.165,0.078,0.072,Halide_Edip
TXT_1144,5.26,21.68,0.117,0.61,0.229,0.108,0.091,0.081,0.12,Halide_Edip
TXT_1145,5.32,16.7,0.126,0.71,0.235,0.099,0.082,0.095,0.149,Halide_Edip
TXT_1146,5.46,16.47,0.101,0.63,0.193,0.109,0.148,0.048,0.122,Halide_Edip
TXT_1147,5.78,27.73,0.122,0.84,0.207,0.051,0.145,0.027,0.101,Ahmet_Hamdi
TXT_1148,6.25,24.91,0.154,0.84,0.142,0.104,0.171,0.091,0.066,Ahmet_Hamdi
TXT_1149,5.66,21.86,0.144,0.73,0.125,0.058,0.106,0.094,0.058,Ahmet_Hamdi
TXT_1150,5.51,19.02,0.127,0.84,0.145,0.108,0.118,0.025,0.043,Ahmet_Hamdi
TXT_1151,5.88,23.38,0.123,0.81,0.24,0.119,0.136,0.021,0.059,Ahmet_Hamdi
TXT_1152,6.26,21.6,0.18,0.79,0.104,0.105,0.108,0.07,0.085,Ahmet_Hamdi
TXT_1153,5.61,16.33,0.156,0.65,0.189,0.083,0.112,0.07,0.087,Peyami_Safa
TXT_1154,5.34,24.39,0.153,0.78,0.117,0.101,0.082,0.094,0.11,Peyami_Safa
TXT_1155,5.37,23.08,0.117,0.8,0.193,0.053,0.085,0.083,0.148,Peyami_Safa
TXT_1156,5.44,14.98,0.1,0.66,0.209,0.087,0.174,0.031,0.061,Halide_Edip
TXT_1157,5.33,16.66,0.102,0.62,0.157,0.097,0.153,0.097,0.055,Halide_Edip
TXT_1158,5.94,18.58,0.147,0.72,0.154,0.067,0.086,0.099,0.109,Ahmet_Hamdi
TXT_1159,4.93,15.69,0.104,0.69,0.147,0.063,0.158,0.099,0.109,Halide_Edip
TXT_1160,6.1,24.56,0.11,0.78,0.187,0.08,0.141,0.051,0.121,Peyami_Safa
TXT_1161,6.18,17.99,0.14,0.69,0.191,0.1,0.11,0.058,0.135,Peyami_Safa
TXT_1162,5.75,22.64,0.156,0.74,0.14,0.072,0.102,0.051,0.062,Peyami_Safa
TXT_1163,5.07,16.48,0.129,0.64,0.19,0.059,0.149,0.037,0.051,Halide_Edip
TXT_1164,5.71,22.39,0.171,0.72,0.195,0.063,0.1,0.057,0.102,Ahmet_Hamdi
TXT_1165,5.46,17.7,0.111,0.71,0.165,0.094,0.112,0.054,0.134,Peyami_Safa
TXT_1166,6.43,25.89,0.172,0.77,0.139,0.053,0.081,0.025,0.147,Ahmet_Hamdi
TXT_1167,5.64,15.97,0.123,0.7,0.134,0.054,0.135,0.074,0.053,Halide_Edip
TXT_1168,5.81,23.94,0.145,0.81,0.113,0.05,0.095,0.044,0.055,Ahmet_Hamdi
TXT_1169,4.84,16.22,0.123,0.68,0.162,0.061,0.151,0.035,0.1,Halide_Edip
TXT_1170,5.74,21.09,0.135,0.7,0.188,0.058,0.153,0.021,0.05,Ahmet_Hamdi
TXT_1171,6.03,23.38,0.123,0.66,0.226,0.065,0.125,0.081,0.116,Peyami_Safa
TXT_1172,6.15,24.83,0.127,0.65,0.11,0.059,0.104,0.045,0.129,Peyami_Safa
TXT_1173,5.61,18.23,0.138,0.64,0.109,0.059,0.152,0.081,0.121,Halide_Edip
TXT_1174,5.33,14.56,0.14,0.67,0.2,0.093,0.117,0.091,0.106,Halide_Edip
TXT_1175,4.86,14.92,0.137,0.67,0.196,0.081,0.145,0.072,0.093,Halide_Edip
TXT_1176,5.92,24.85,0.154,0.74,0.237,0.059,0.113,0.056,0.124,Ahmet_Hamdi
TXT_1177,6.12,25.13,0.147,0.83,0.233,0.054,0.122,0.093,0.093,Ahmet_Hamdi
TXT_1178,5.42,15.1,0.097,0.72,0.106,0.103,0.098,0.021,0.136,Halide_Edip
TXT_1179,6.12,20.77,0.147,0.73,0.194,0.086,0.156,0.073,0.101,Peyami_Safa
TXT_1180,5.72,17.63,0.132,0.72,0.227,0.083,0.134,0.046,0.048,Halide_Edip
TXT_1181,5.5,19.05,0.136,0.74,0.203,0.064,0.175,0.031,0.11,Peyami_Safa
TXT_1182,5.72,19.87,0.12,0.78,0.227,0.101,0.097,0.061,0.044,Peyami_Safa
TXT_1183,5.69,21.8,0.142,0.79,0.216,0.063,0.173,0.096,0.131,Peyami_Safa
TXT_1184,5.52,20.66,0.163,0.73,0.114,0.088,0.162,0.074,0.045,Ahmet_Hamdi
TXT_1185,6.42,24.22,0.146,0.72,0.145,0.052,0.093,0.089,0.064,Ahmet_Hamdi
TXT_1186,5.54,22.8,0.133,0.72,0.102,0.09,0.134,0.036,0.056,Peyami_Safa
TXT_1187,5.89,21.41,0.125,0.75,0.249,0.086,0.173,0.079,0.073,Peyami_Safa
TXT_1188,5.65,19.54,0.117,0.68,0.245,0.084,0.085,0.039,0.064,Halide_Edip
TXT_1189,4.91,14.52,0.101,0.66,0.14,0.062,0.094,0.054,0.079,Halide_Edip
TXT_1190,5.52,26.1,0.157,0.78,0.184,0.058,0.137,0.042,0.132,Ahmet_Hamdi
TXT_1191,6.07,20.58,0.179,0.71,0.109,0.117,0.15,0.085,0.147,Ahmet_Hamdi
TXT_1192,6.05,21.61,0.136,0.83,0.162,0.083,0.14,0.053,0.047,Ahmet_Hamdi
TXT_1193,6.01,17.01,0.133,0.73,0.19,0.073,0.14,0.041,0.116,Peyami_Safa
TXT_1194,6.35,26.09,0.129,0.82,0.134,0.061,0.128,0.043,0.128,Ahmet_Hamdi
TXT_1195,5.8,25.18,0.142,0.82,0.229,0.106,0.165,0.098,0.124,Ahmet_Hamdi
TXT_1196,5.52,26.41,0.131,0.79,0.201,0.092,0.095,0.07,0.137,Ahmet_Hamdi
TXT_1197,5.4,23.32,0.136,0.68,0.188,0.098,0.156,0.053,0.043,Peyami_Safa
TXT_1198,5.21,14.5,0.118,0.72,0.23,0.08,0.156,0.021,0.061,Halide_Edip
TXT_1199,6.03,21.76,0.144,0.84,0.235,0.099,0.177,0.033,0.125,Ahmet_Hamdi
TXT_1200,5.79,18.02,0.13,0.61,0.118,0.111,0.119,0.094,0.047,Halide_Edip
TXT_1201,5.59,17.42,0.136,0.73,0.105,0.064,0.099,0.043,0.082,Halide_Edip
TXT_1202,6.43,24.99,0.156,0.79,0.109,0.054,0.136,0.064,0.146,Ahmet_Hamdi
TXT_1203,5.2,24.62,0.151,0.73,0.128,0.058,0.123,0.092,0.08,Peyami_Safa
TXT_1204,5.88,21.6,0.149,0.68,0.202,0.08,0.107,0.038,0.085,Peyami_Safa
TXT_1205,6.33,22.9,0.124,0.75,0.141,0.072,0.161,0.081,0.06,Ahmet_Hamdi
TXT_1206,5.8,19.3,0.128,0.7,0.177,0.058,0.172,0.068,0.081,Peyami_Safa
TXT_1207,4.99,15.73,0.103,0.72,0.164,0.099,0.11,0.025,0.05,Halide_Edip
TXT_1208,5.28,17.11,0.105,0.64,0.171,0.11,0.143,0.079,0.101,Halide_Edip
TXT_1209,5.83,21.68,0.129,0.76,0.249,0.087,0.106,0.07,0.131,Peyami_Safa
TXT_1210,5.18,16.54,0.135,0.62,0.168,0.093,0.084,0.048,0.058,Halide_Edip
TXT_1211,5.04,21.15,0.11,0.68,0.145,0.118,0.081,0.065,0.052,Halide_Edip
TXT_1212,5.28,22.57,0.149,0.7,0.247,0.095,0.116,0.053,0.101,Peyami_Safa
TXT_1213,6.46,18.11,0.178,0.78,0.12,0.1,0.12,0.097,0.105,Ahmet_Hamdi
TXT_1214,6.13,20.32,0.129,0.77,0.17,0.057,0.086,0.025,0.131,Ahmet_Hamdi
TXT_1215,4.89,21.52,0.107,0.73,0.225,0.096,0.111,0.041,0.147,Halide_Edip
TXT_1216,5.12,15.23,0.091,0.68,0.167,0.102,0.151,0.026,0.113,Halide_Edip
TXT_1217,6.19,21.96,0.159,0.7,0.156,0.102,0.103,0.082,0.041,Peyami_Safa
TXT_1218,6.38,20.69,0.142,0.72,0.194,0.065,0.113,0.023,0.141,Ahmet_Hamdi
TXT_1219,6.12,16.24,0.132,0.66,0.205,0.081,0.102,0.023,0.056,Peyami_Safa
TXT_1220,5.34,16.54,0.096,0.63,0.138,0.086,0.167,0.08,0.042,Halide_Edip
TXT_1221,6.26,26.09,0.152,0.7,0.14,0.066,0.103,0.034,0.08,Ahmet_Hamdi
TXT_1222,5.75,16.26,0.131,0.71,0.226,0.073,0.16,0.032,0.114,Halide_Edip
TXT_1223,5.92,19.87,0.138,0.66,0.174,0.077,0.174,0.072,0.062,Peyami_Safa
TXT_1224,6.19,18.33,0.125,0.75,0.181,0.083,0.167,0.09,0.073,Peyami_Safa
TXT_1225,5.25,21.63,0.109,0.73,0.239,0.093,0.139,0.033,0.047,Halide_Edip
TXT_1226,6.13,16.39,0.125,0.75,0.102,0.072,0.153,0.067,0.042,Peyami_Safa
TXT_1227,6.31,23.86,0.178,0.8,0.233,0.117,0.122,0.095,0.061,Ahmet_Hamdi
TXT_1228,5.87,23.66,0.174,0.71,0.195,0.099,0.171,0.081,0.115,Ahmet_Hamdi
TXT_1229,6.18,21.31,0.126,0.69,0.194,0.095,0.121,0.065,0.116,Peyami_Safa
TXT_1230,5.6,16.24,0.112,0.79,0.11,0.109,0.111,0.058,0.091,Peyami_Safa
TXT_1231,5.85,19.42,0.13,0.7,0.197,0.11,0.082,0.077,0.068,Peyami_Safa
TXT_1232,4.96,18.21,0.099,0.74,0.168,0.081,0.164,0.085,0.044,Halide_Edip
TXT_1233,6.04,18.93,0.132,0.69,0.17,0.11,0.168,0.026,0.129,Peyami_Safa
TXT_1234,5.61,17.76,0.091,0.73,0.207,0.108,0.171,0.073,0.087,Halide_Edip
TXT_1235,5.55,14.65,0.107,0.62,0.16,0.107,0.126,0.078,0.105,Halide_Edip
TXT_1236,5.25,17.0,0.102,0.65,0.124,0.059,0.104,0.086,0.092,Halide_Edip
TXT_1237,5.51,17.18,0.127,0.8,0.103,0.085,0.096,0.094,0.112,Peyami_Safa
TXT_1238,4.97,15.6,0.093,0.73,0.212,0.072,0.176,0.052,0.099,Halide_Edip
TXT_1239,4.92,20.72,0.12,0.67,0.198,0.075,0.145,0.063,0.052,Halide_Edip
TXT_1240,5.77,20.43,0.107,0.65,0.1,0.119,0.121,0.091,0.086,Halide_Edip
TXT_1241,5.41,21.96,0.138,0.76,0.161,0.056,0.098,0.042,0.044,Peyami_Safa
TXT_1242,5.45,19.79,0.124,0.66,0.114,0.067,0.18,0.047,0.048,Peyami_Safa
TXT_1243,5.04,17.86,0.138,0.62,0.16,0.085,0.134,0.08,0.109,Halide_Edip
TXT_1244,5.78,25.89,0.129,0.75,0.198,0.059,0.17,0.051,0.096,Ahmet_Hamdi
TXT_1245,5.72,19.51,0.097,0.74,0.132,0.068,0.093,0.063,0.139,Halide_Edip
TXT_1246,5.91,25.45,0.133,0.74,0.159,0.052,0.101,0.074,0.045,Ahmet_Hamdi
TXT_1247,5.21,23.5,0.147,0.66,0.175,0.076,0.093,0.047,0.118,Peyami_Safa
TXT_1248,5.6,15.74,0.112,0.74,0.147,0.1,0.13,0.054,0.146,Halide_Edip
TXT_1249,5.93,27.09,0.143,0.72,0.214,0.081,0.105,0.099,0.055,Ahmet_Hamdi
TXT_1250,5.84,18.47,0.129,0.78,0.241,0.108,0.111,0.029,0.106,Ahmet_Hamdi
TXT_1251,4.82,19.23,0.091,0.68,0.217,0.065,0.117,0.097,0.136,Halide_Edip
TXT_1252,6.0,22.8,0.155,0.79,0.16,0.071,0.148,0.061,0.095,Peyami_Safa
TXT_1253,5.13,14.1,0.116,0.71,0.141,0.079,0.155,0.071,0.108,Halide_Edip
TXT_1254,5.0,15.23,0.139,0.61,0.172,0.077,0.165,0.094,0.068,Halide_Edip
TXT_1255,5.64,19.72,0.132,0.7,0.245,0.078,0.123,0.035,0.068,Halide_Edip
TXT_1256,5.83,22.14,0.144,0.67,0.114,0.115,0.122,0.086,0.144,Peyami_Safa
TXT_1257,5.61,18.04,0.139,0.74,0.141,0.067,0.128,0.051,0.122,Halide_Edip
TXT_1258,5.71,24.03,0.156,0.73,0.119,0.116,0.142,0.089,0.14,Ahmet_Hamdi
TXT_1259,5.4,22.48,0.135,0.77,0.177,0.114,0.141,0.043,0.112,Peyami_Safa
TXT_1260,5.55,21.39,0.133,0.7,0.152,0.06,0.179,0.042,0.042,Peyami_Safa
TXT_1261,6.09,16.18,0.148,0.79,0.1,0.118,0.088,0.063,0.045,Peyami_Safa
TXT_1262,5.78,26.05,0.154,0.75,0.162,0.091,0.114,0.044,0.081,Ahmet_Hamdi
TXT_1263,5.76,21.96,0.137,0.77,0.197,0.079,0.093,0.092,0.104,Peyami_Safa
TXT_1264,6.02,17.28,0.155,0.74,0.221,0.107,0.082,0.066,0.127,Peyami_Safa
TXT_1265,6.28,20.84,0.159,0.81,0.131,0.083,0.141,0.062,0.084,Ahmet_Hamdi
TXT_1266,5.57,16.72,0.125,0.68,0.181,0.095,0.129,0.025,0.106,Peyami_Safa
TXT_1267,5.78,19.72,0.139,0.7,0.196,0.09,0.179,0.032,0.101,Peyami_Safa
TXT_1268,6.1,17.65,0.157,0.67,0.114,0.11,0.135,0.088,0.045,Peyami_Safa
TXT_1269,5.76,18.69,0.135,0.71,0.116,0.11,0.095,0.022,0.105,Halide_Edip
TXT_1270,6.03,23.1,0.145,0.74,0.237,0.09,0.104,0.021,0.063,Peyami_Safa
TXT_1271,5.86,25.95,0.137,0.75,0.137,0.114,0.152,0.064,0.062,Ahmet_Hamdi
TXT_1272,6.13,18.45,0.135,0.71,0.107,0.103,0.177,0.024,0.1,Ahmet_Hamdi
TXT_1273,6.1,18.2,0.138,0.84,0.18,0.114,0.164,0.094,0.095,Ahmet_Hamdi
TXT_1274,5.81,20.86,0.158,0.83,0.233,0.076,0.093,0.072,0.08,Ahmet_Hamdi
TXT_1275,5.75,26.12,0.134,0.77,0.151,0.063,0.122,0.092,0.088,Ahmet_Hamdi
TXT_1276,5.29,15.05,0.124,0.62,0.212,0.104,0.086,0.039,0.144,Halide_Edip
TXT_1277,6.04,23.22,0.147,0.69,0.151,0.103,0.102,0.071,0.133,Peyami_Safa
TXT_1278,5.72,18.71,0.135,0.79,0.22,0.085,0.099,0.029,0.07,Ahmet_Hamdi
TXT_1279,5.7,16.59,0.116,0.68,0.128,0.118,0.165,0.028,0.06,Peyami_Safa
TXT_1280,5.05,16.3,0.091,0.67,0.104,0.076,0.167,0.047,0.111,Halide_Edip
TXT_1281,5.74,19.55,0.161,0.83,0.23,0.116,0.165,0.099,0.05,Ahmet_Hamdi
TXT_1282,5.78,21.34,0.119,0.74,0.107,0.058,0.173,0.068,0.079,Halide_Edip
TXT_1283,5.68,24.72,0.127,0.72,0.186,0.099,0.13,0.067,0.13,Ahmet_Hamdi
TXT_1284,6.29,22.36,0.163,0.81,0.227,0.06,0.099,0.051,0.046,Ahmet_Hamdi
TXT_1285,5.57,20.3,0.11,0.66,0.127,0.08,0.174,0.086,0.132,Peyami_Safa
TXT_1286,4.85,14.13,0.112,0.72,0.14,0.097,0.161,0.039,0.066,Halide_Edip
TXT_1287,5.77,16.77,0.106,0.67,0.242,0.051,0.138,0.05,0.062,Halide_Edip
TXT_1288,5.88,22.41,0.131,0.78,0.212,0.076,0.107,0.038,0.04,Peyami_Safa
TXT_1289,5.78,14.51,0.134,0.71,0.165,0.051,0.165,0.031,0.051,Halide_Edip
TXT_1290,5.62,15.08,0.122,0.61,0.104,0.072,0.157,0.038,0.055,Halide_Edip
TXT_1291,5.27,22.54,0.147,0.72,0.147,0.069,0.125,0.06,0.133,Peyami_Safa
TXT_1292,6.13,20.86,0.124,0.69,0.189,0.11,0.116,0.1,0.073,Peyami_Safa
TXT_1293,6.2,16.45,0.132,0.73,0.22,0.091,0.112,0.077,0.051,Peyami_Safa
TXT_1294,6.28,25.16,0.129,0.73,0.139,0.062,0.168,0.051,0.106,Ahmet_Hamdi
TXT_1295,5.49,24.75,0.154,0.72,0.127,0.114,0.131,0.039,0.137,Peyami_Safa
TXT_1296,6.45,21.42,0.174,0.71,0.183,0.093,0.115,0.081,0.106,Ahmet_Hamdi
TXT_1297,5.6,18.95,0.172,0.81,0.135,0.088,0.119,0.041,0.122,Ahmet_Hamdi
TXT_1298,6.16,20.11,0.134,0.78,0.179,0.119,0.131,0.029,0.133,Ahmet_Hamdi
TXT_1299,5.58,20.24,0.123,0.75,0.234,0.092,0.164,0.049,0.085,Peyami_Safa
TXT_1300,6.15,20.41,0.158,0.8,0.158,0.105,0.143,0.084,0.048,Ahmet_Hamdi
TXT_1301,5.63,21.93,0.101,0.72,0.132,0.116,0.172,0.042,0.074,Halide_Edip
TXT_1302,6.11,22.61,0.123,0.72,0.14,0.113,0.087,0.045,0.055,Peyami_Safa
TXT_1303,6.38,27.73,0.153,0.74,0.119,0.099,0.158,0.076,0.048,Ahmet_Hamdi
TXT_1304,6.1,17.22,0.12,0.77,0.116,0.052,0.157,0.07,0.096,Peyami_Safa
TXT_1305,5.87,23.39,0.141,0.76,0.245,0.106,0.132,0.098,0.096,Peyami_Safa
TXT_1306,6.01,17.61,0.151,0.71,0.199,0.077,0.159,0.07,0.055,Peyami_Safa
TXT_1307,6.34,19.43,0.133,0.71,0.132,0.12,0.085,0.067,0.114,Ahmet_Hamdi
TXT_1308,5.7,24.71,0.155,0.73,0.19,0.067,0.108,0.077,0.135,Peyami_Safa
TXT_1309,5.5,19.21,0.115,0.67,0.225,0.107,0.153,0.047,0.057,Peyami_Safa
TXT_1310,5.55,16.63,0.091,0.72,0.202,0.099,0.109,0.043,0.053,Halide_Edip
TXT_1311,5.27,17.17,0.124,0.71,0.172,0.075,0.12,0.049,0.146,Halide_Edip
TXT_1312,5.8,24.94,0.115,0.76,0.175,0.08,0.123,0.075,0.117,Peyami_Safa
