TextID,Avg_Word_Length,Avg_Sentence_Length,Punctuation_Ratio,Richness_Index,Repetitive_Word_Ratio,Adverb_Ratio,Adjective_Ratio,Passive_Sentence_Ratio,Conjunction_Ratio,Author_Class
TXT_1053,5.35,17.26,0.152,0.76,0.14,0.113,0.087,0.022,0.084,Peyami_Safa
TXT_1054,4.84,14.68,0.104,0.6,0.138,0.114,0.099,0.079,0.128,Halide_Edip
TXT_1055,6.13,19.55,0.126,0.84,0.126,0.062,0.15,0.027,0.082,Ahmet_Hamdi
TXT_1056,5.63,15.06,0.115,0.65,0.147,0.07,0.121,0.084,0.05,Halide_Edip
TXT_1057,5.71,24.31,0.114,0.67,0.152,0.102,0.113,0.026,0.064,Peyami_Safa
TXT_1058,5.92,23.63,0.152,0.74,0.144,0.079,0.156,0.096,0.117,Peyami_Safa
TXT_1059,5.56,18.37,0.153,0.84,0.193,0.079,0.102,0.03,0.107,Ahmet_Hamdi
TXT_1060,5.1,18.33,0.137,0.7,0.133,0.078,0.096,0.074,0.072,Halide_Edip
TXT_1061,6.01,21.16,0.14,0.84,0.103,0.064,0.158,0.028,0.111,Ahmet_Hamdi
TXT_1062,5.53,18.38,0.159,0.81,0.248,0.065,0.145,0.075,0.124,Ahmet_Hamdi
TXT_1063,5.51,20.91,0.148,0.72,0.12,0.092,0.162,0.049,0.053,Peyami_Safa
TXT_1064,5.76,20.12,0.154,0.67,0.138,0.077,0.159,0.09,0.114,Peyami_Safa
TXT_1065,4.83,19.85,0.131,0.7,0.107,0.073,0.179,0.035,0.084,Halide_Edip
TXT_1066,5.7,15.06,0.127,0.61,0.176,0.063,0.169,0.052,0.126,Halide_Edip
TXT_1067,5.78,14.27,0.126,0.69,0.177,0.088,0.104,0.053,0.12,Halide_Edip
TXT_1068,5.54,21.88,0.105,0.72,0.181,0.064,0.179,0.039,0.041,Halide_Edip
TXT_1069,5.73,20.14,0.172,0.74,0.2,0.065,0.177,0.099,0.086,Ahmet_Hamdi
TXT_1070,5.64,20.23,0.091,0.73,0.198,0.055,0.176,0.057,0.065,Halide_Edip
TXT_1071,5.16,21.63,0.117,0.71,0.105,0.069,0.177,0.061,0.102,Halide_Edip
TXT_1072,5.99,19.76,0.139,0.72,0.186,0.097,0.171,0.07,0.077,Ahmet_Hamdi
TXT_1073,6.07,20.42,0.134,0.81,0.22,0.085,0.128,0.044,0.064,Ahmet_Hamdi
TXT_1074,5.59,21.03,0.111,0.71,0.137,0.113,0.16,0.095,0.137,Halide_Edip
TXT_1075,6.41,27.27,0.15,0.79,0.147,0.093,0.151,0.071,0.089,Ahmet_Hamdi
TXT_1076,6.03,20.56,0.11,0.73,0.157,0.054,0.148,0.027,0.041,Peyami_Safa
TXT_1077,5.6,19.11,0.114,0.69,0.168,0.074,0.082,0.052,0.086,Halide_Edip
TXT_1078,5.48,19.69,0.118,0.75,0.238,0.052,0.095,0.066,0.045,Halide_Edip
TXT_1079,5.33,18.13,0.091,0.66,0.117,0.111,0.16,0.045,0.04,Halide_Edip
TXT_1080,5.58,21.25,0.104,0.63,0.187,0.091,0.134,0.055,0.145,Halide_Edip
TXT_1081,5.5,20.91,0.142,0.67,0.195,0.093,0.149,0.053,0.145,Peyami_Safa
TXT_1082,5.49,20.96,0.113,0.69,0.239,0.086,0.106,0.056,0.116,Peyami_Safa
TXT_1083,5.56,18.19,0.133,0.76,0.154,0.095,0.102,0.065,0.046,Ahmet_Hamdi
TXT_1084,5.71,20.08,0.099,0.74,0.191,0.109,0.085,0.096,0.145,Halide_Edip
TXT_1085,5.86,20.33,0.159,0.79,0.145,0.075,0.153,0.035,0.089,Ahmet_Hamdi
TXT_1086,5.11,19.44,0.104,0.64,0.218,0.077,0.143,0.021,0.094,Halide_Edip
TXT_1087,6.35,26.2,0.159,0.84,0.216,0.082,0.158,0.086,0.062,Ahmet_Hamdi
TXT_1088,6.19,23.14,0.146,0.8,0.152,0.1,0.119,0.059,0.088,Peyami_Safa
TXT_1089,5.54,16.4,0.118,0.8,0.192,0.081,0.116,0.095,0.132,Peyami_Safa
TXT_1090,4.91,19.97,0.093,0.75,0.209,0.059,0.087,0.046,0.135,Halide_Edip
TXT_1091,6.18,23.22,0.155,0.83,0.235,0.096,0.094,0.038,0.143,Ahmet_Hamdi
TXT_1092,5.32,21.32,0.093,0.7,0.167,0.074,0.133,0.058,0.101,Halide_Edip
TXT_1093,5.24,18.61,0.099,0.63,0.222,0.117,0.115,0.052,0.115,Halide_Edip
TXT_1094,5.83,27.62,0.15,0.76,0.248,0.107,0.164,0.093,0.135,Ahmet_Hamdi
TXT_1095,5.1,18.43,0.131,0.68,0.176,0.089,0.157,0.093,0.047,Halide_Edip
TXT_1096,5.43,18.7,0.105,0.66,0.133,0.052,0.112,0.046,0.125,Halide_Edip
TXT_1097,5.83,27.48,0.162,0.78,0.163,0.099,0.11,0.057,0.124,Ahmet_Hamdi
TXT_1098,4.89,21.37,0.129,0.7,0.203,0.111,0.105,0.02,0.087,Halide_Edip
TXT_1099,6.29,19.06,0.124,0.72,0.119,0.118,0.158,0.034,0.042,Ahmet_Hamdi
TXT_1100,5.79,18.79,0.147,0.67,0.156,0.051,0.149,0.038,0.107,Peyami_Safa
TXT_1101,6.19,24.02,0.137,0.74,0.127,0.052,0.107,0.082,0.143,Peyami_Safa
TXT_1102,5.42,16.67,0.134,0.69,0.13,0.089,0.162,0.029,0.149,Peyami_Safa
TXT_1103,5.77,18.67,0.129,0.68,0.223,0.104,0.138,0.051,0.049,Peyami_Safa
TXT_1104,5.5,14.54,0.131,0.63,0.239,0.08,0.108,0.074,0.047,Halide_Edip
TXT_1105,5.51,18.91,0.158,0.83,0.244,0.096,0.164,0.094,0.131,Ahmet_Hamdi
TXT_1106,5.21,14.64,0.112,0.66,0.186,0.093,0.149,0.036,0.107,Halide_Edip
TXT_1107,5.54,22.14,0.155,0.72,0.192,0.095,0.115,0.078,0.129,Peyami_Safa
TXT_1108,4.83,17.69,0.125,0.67,0.23,0.064,0.081,0.034,0.13,Halide_Edip
TXT_1109,6.44,18.04,0.133,0.76,0.193,0.071,0.132,0.031,0.053,Ahmet_Hamdi
TXT_1110,5.15,21.67,0.12,0.74,0.192,0.11,0.081,0.096,0.067,Halide_Edip
TXT_1111,5.0,15.29,0.098,0.62,0.203,0.098,0.095,0.078,0.134,Halide_Edip
TXT_1112,5.07,21.87,0.136,0.7,0.223,0.112,0.138,0.072,0.104,Halide_Edip
TXT_1113,5.01,20.75,0.128,0.73,0.245,0.097,0.135,0.062,0.141,Halide_Edip
TXT_1114,6.11,19.24,0.123,0.73,0.115,0.111,0.089,0.051,0.139,Peyami_Safa
TXT_1115,5.64,24.8,0.14,0.8,0.112,0.116,0.102,0.046,0.144,Peyami_Safa
TXT_1116,6.18,19.55,0.158,0.83,0.171,0.12,0.129,0.09,0.139,Ahmet_Hamdi
TXT_1117,5.17,16.17,0.123,0.6,0.25,0.084,0.163,0.066,0.126,Halide_Edip
TXT_1118,6.0,19.22,0.156,0.76,0.236,0.111,0.127,0.027,0.114,Peyami_Safa
TXT_1119,5.12,20.63,0.105,0.72,0.13,0.053,0.089,0.082,0.119,Halide_Edip
TXT_1120,5.56,22.71,0.124,0.78,0.153,0.118,0.167,0.081,0.122,Peyami_Safa
TXT_1121,5.55,16.99,0.123,0.78,0.104,0.063,0.15,0.07,0.133,Peyami_Safa
TXT_1122,6.25,23.79,0.165,0.83,0.17,0.107,0.177,0.072,0.043,Ahmet_Hamdi
TXT_1123,5.68,23.86,0.152,0.79,0.111,0.058,0.08,0.035,0.104,Peyami_Safa
TXT_1124,5.81,20.18,0.129,0.72,0.223,0.099,0.096,0.049,0.067,Ahmet_Hamdi
TXT_1125,5.73,18.0,0.104,0.67,0.107,0.116,0.124,0.032,0.078,Halide_Edip
TXT_1126,6.29,27.42,0.128,0.82,0.137,0.1,0.144,0.086,0.069,Ahmet_Hamdi
TXT_1127,5.87,18.14,0.171,0.81,0.22,0.078,0.113,0.097,0.117,Ahmet_Hamdi
TXT_1128,5.92,21.02,0.16,0.8,0.12,0.108,0.127,0.08,0.12,Ahmet_Hamdi
TXT_1129,5.8,22.74,0.174,0.83,0.232,0.11,0.114,0.079,0.104,Ahmet_Hamdi
TXT_1130,5.56,21.23,0.124,0.76,0.219,0.056,0.164,0.063,0.042,Peyami_Safa
TXT_1131,5.06,19.1,0.115,0.72,0.111,0.07,0.127,0.076,0.118,Halide_Edip
TXT_1132,5.58,19.92,0.156,0.71,0.229,0.059,0.089,0.081,0.112,Ahmet_Hamdi
TXT_1133,6.08,19.86,0.176,0.84,0.206,0.098,0.087,0.024,0.064,Ahmet_Hamdi
TXT_1134,5.95,19.34,0.123,0.8,0.165,0.073,0.145,0.092,0.134,Ahmet_Hamdi
TXT_1135,5.76,20.13,0.102,0.74,0.196,0.066,0.087,0.067,0.132,Halide_Edip
TXT_1136,5.88,22.93,0.143,0.73,0.184,0.101,0.144,0.04,0.081,Ahmet_Hamdi
TXT_1137,6.5,27.93,0.149,0.79,0.224,0.062,0.159,0.075,0.054,Ahmet_Hamdi
TXT_1138,4.9,20.24,0.104,0.71,0.144,0.097,0.173,0.088,0.071,Halide_Edip
TXT_1139,5.71,16.41,0.122,0.6,0.111,0.084,0.138,0.076,0.094,Halide_Edip
TXT_1140,6.04,19.01,0.128,0.65,0.172,0.118,0.174,0.081,0.044,Peyami_Safa
TXT_1141,5.67,20.75,0.148,0.72,0.114,0.056,0.171,0.042,0.086,Ahmet_Hamdi
TXT_1142,5.52,16.85,0.118,0.74,0.154,0.117,0.096,0.066,0.084,Halide_Edip
TXT_1143,6.03,18.29,0.152,0.75,0.18,0.09,0.135,0.051,0.133,Peyami_Safa
TXT_1144,5.8,20.1,0.172,0.7,0.197,0.071,0.168,0.071,0.075,Ahmet_Hamdi
TXT_1145,5.87,22.71,0.132,0.75,0.106,0.099,0.102,0.041,0.146,Peyami_Safa
TXT_1146,5.69,19.8,0.139,0.77,0.152,0.065,0.147,0.03,0.087,Peyami_Safa
TXT_1147,5.82,19.25,0.133,0.81,0.227,0.073,0.158,0.025,0.091,Ahmet_Hamdi
TXT_1148,6.06,21.41,0.157,0.83,0.157,0.094,0.085,0.068,0.133,Ahmet_Hamdi
TXT_1149,5.48,18.01,0.124,0.67,0.105,0.083,0.116,0.048,0.131,Halide_Edip
TXT_1150,6.15,26.57,0.154,0.73,0.142,0.081,0.168,0.062,0.103,Ahmet_Hamdi
TXT_1151,6.18,22.26,0.129,0.77,0.193,0.075,0.162,0.033,0.11,Peyami_Safa
TXT_1152,5.93,23.14,0.177,0.76,0.166,0.072,0.179,0.092,0.126,Ahmet_Hamdi
TXT_1153,5.1,19.71,0.132,0.69,0.208,0.092,0.133,0.048,0.076,Halide_Edip
TXT_1154,5.86,19.31,0.117,0.66,0.228,0.092,0.087,0.07,0.116,Peyami_Safa
TXT_1155,5.62,15.35,0.096,0.64,0.178,0.108,0.139,0.028,0.112,Halide_Edip
TXT_1156,5.52,20.25,0.092,0.75,0.112,0.057,0.122,0.086,0.11,Halide_Edip
TXT_1157,5.68,26.4,0.134,0.77,0.108,0.085,0.085,0.076,0.044,Ahmet_Hamdi
TXT_1158,5.96,17.69,0.142,0.69,0.197,0.111,0.162,0.029,0.106,Peyami_Safa
TXT_1159,5.65,17.66,0.157,0.74,0.124,0.058,0.141,0.041,0.14,Peyami_Safa
TXT_1160,5.47,15.68,0.099,0.62,0.189,0.078,0.082,0.098,0.085,Halide_Edip
TXT_1161,5.72,20.6,0.1,0.66,0.137,0.079,0.086,0.083,0.043,Halide_Edip
TXT_1162,5.82,20.42,0.153,0.77,0.241,0.062,0.158,0.032,0.126,Ahmet_Hamdi
TXT_1163,5.45,17.23,0.127,0.68,0.222,0.115,0.162,0.026,0.088,Halide_Edip
TXT_1164,5.67,18.84,0.154,0.72,0.144,0.072,0.101,0.086,0.076,Peyami_Safa
TXT_1165,5.89,19.6,0.143,0.79,0.102,0.052,0.16,0.055,0.093,Peyami_Safa
TXT_1166,5.72,19.03,0.127,0.73,0.233,0.061,0.127,0.042,0.053,Peyami_Safa
TXT_1167,5.82,18.41,0.117,0.67,0.118,0.094,0.106,0.077,0.058,Peyami_Safa
TXT_1168,6.17,16.49,0.138,0.79,0.176,0.091,0.143,0.061,0.145,Peyami_Safa
TXT_1169,5.35,19.79,0.117,0.72,0.133,0.114,0.131,0.091,0.139,Peyami_Safa
TXT_1170,5.6,26.88,0.178,0.71,0.151,0.1,0.155,0.04,0.06,Ahmet_Hamdi
TXT_1171,6.19,22.73,0.12,0.77,0.177,0.07,0.114,0.038,0.14,Peyami_Safa
TXT_1172,6.01,21.64,0.153,0.65,0.109,0.077,0.121,0.089,0.138,Peyami_Safa
TXT_1173,5.71,15.4,0.094,0.63,0.194,0.107,0.107,0.092,0.085,Halide_Edip
TXT_1174,5.49,17.97,0.13,0.65,0.214,0.095,0.087,0.053,0.068,Peyami_Safa
TXT_1175,6.04,21.36,0.161,0.73,0.13,0.071,0.126,0.079,0.1,Ahmet_Hamdi
TXT_1176,5.97,27.23,0.137,0.85,0.198,0.082,0.138,0.032,0.074,Ahmet_Hamdi
TXT_1177,6.41,21.56,0.15,0.85,0.138,0.085,0.146,0.075,0.121,Ahmet_Hamdi
TXT_1178,5.62,23.15,0.124,0.76,0.233,0.115,0.142,0.039,0.108,Peyami_Safa
TXT_1179,5.72,24.97,0.149,0.75,0.199,0.1,0.116,0.061,0.126,Ahmet_Hamdi
TXT_1180,5.87,20.39,0.16,0.71,0.154,0.056,0.114,0.073,0.088,Ahmet_Hamdi
TXT_1181,5.63,27.72,0.142,0.75,0.13,0.057,0.101,0.056,0.053,Ahmet_Hamdi
TXT_1182,6.34,21.74,0.139,0.81,0.135,0.093,0.145,0.095,0.116,Ahmet_Hamdi
TXT_1183,5.3,22.44,0.125,0.8,0.114,0.084,0.1,0.074,0.056,Peyami_Safa
TXT_1184,5.6,22.35,0.148,0.73,0.197,0.115,0.146,0.076,0.05,Peyami_Safa
TXT_1185,5.51,16.68,0.093,0.73,0.227,0.075,0.08,0.099,0.149,Halide_Edip
TXT_1186,5.77,21.89,0.131,0.69,0.128,0.11,0.09,0.038,0.05,Halide_Edip
TXT_1187,5.22,18.67,0.111,0.65,0.149,0.093,0.177,0.095,0.057,Halide_Edip
TXT_1188,6.23,22.6,0.172,0.7,0.219,0.084,0.154,0.042,0.12,Ahmet_Hamdi
TXT_1189,6.46,21.36,0.169,0.8,0.223,0.091,0.172,0.095,0.089,Ahmet_Hamdi
TXT_1190,5.01,14.05,0.121,0.63,0.205,0.107,0.138,0.096,0.132,Halide_Edip
TXT_1191,6.03,19.87,0.138,0.73,0.196,0.067,0.086,0.072,0.13,Peyami_Safa
TXT_1192,5.69,18.72,0.123,0.71,0.16,0.086,0.157,0.094,0.115,Halide_Edip
TXT_1193,5.58,21.34,0.166,0.81,0.124,0.115,0.128,0.022,0.048,Ahmet_Hamdi
TXT_1194,5.69,16.95,0.135,0.68,0.162,0.053,0.155,0.094,0.138,Halide_Edip
TXT_1195,5.69,22.31,0.111,0.66,0.151,0.066,0.151,0.071,0.148,Peyami_Safa
TXT_1196,4.89,14.98,0.121,0.62,0.236,0.069,0.124,0.064,0.089,Halide_Edip
TXT_1197,4.87,17.89,0.138,0.61,0.118,0.113,0.134,0.043,0.109,Halide_Edip
TXT_1198,5.83,18.13,0.146,0.76,0.197,0.073,0.162,0.027,0.111,Peyami_Safa
TXT_1199,5.05,19.66,0.114,0.61,0.158,0.074,0.088,0.056,0.11,Halide_Edip
TXT_1200,4.96,21.04,0.091,0.69,0.22,0.08,0.102,0.027,0.074,Halide_Edip
TXT_1201,5.34,20.81,0.15,0.67,0.187,0.089,0.172,0.079,0.148,Peyami_Safa
TXT_1202,5.36,21.03,0.117,0.73,0.129,0.112,0.177,0.068,0.088,Halide_Edip
TXT_1203,5.83,16.92,0.141,0.77,0.216,0.081,0.127,0.091,0.048,Peyami_Safa
TXT_1204,5.74,22.55,0.131,0.71,0.141,0.115,0.128,0.072,0.086,Ahmet_Hamdi
TXT_1205,5.28,20.97,0.14,0.67,0.112,0.109,0.089,0.084,0.137,Halide_Edip
TXT_1206,5.42,17.14,0.096,0.63,0.151,0.06,0.126,0.051,0.05,Halide_Edip
TXT_1207,6.01,20.86,0.18,0.75,0.171,0.071,0.169,0.098,0.142,Ahmet_Hamdi
TXT_1208,6.18,23.46,0.12,0.7,0.105,0.11,0.12,0.099,0.083,Peyami_Safa
TXT_1209,5.32,17.48,0.141,0.79,0.201,0.074,0.102,0.071,0.085,Peyami_Safa
TXT_1210,5.4,20.92,0.129,0.74,0.163,0.113,0.089,0.041,0.138,Halide_Edip
TXT_1211,6.08,18.55,0.155,0.75,0.228,0.115,0.173,0.087,0.089,Ahmet_Hamdi
TXT_1212,5.57,19.92,0.132,0.74,0.213,0.083,0.177,0.036,0.148,Ahmet_Hamdi
TXT_1213,5.21,15.28,0.122,0.68,0.18,0.088,0.083,0.04,0.145,Halide_Edip
TXT_1214,4.92,14.06,0.112,0.69,0.171,0.084,0.111,0.06,0.141,Halide_Edip
TXT_1215,5.56,20.65,0.111,0.76,0.22,0.079,0.139,0.061,0.107,Peyami_Safa
TXT_1216,5.38,19.82,0.146,0.74,0.213,0.108,0.094,0.061,0.09,Peyami_Safa
TXT_1217,5.57,19.03,0.132,0.82,0.186,0.114,0.132,0.049,0.116,Ahmet_Hamdi
TXT_1218,5.65,19.33,0.13,0.74,0.238,0.084,0.116,0.06,0.066,Halide_Edip
TXT_1219,5.62,20.43,0.143,0.79,0.182,0.07,0.136,0.06,0.147,Peyami_Safa
TXT_1220,5.49,21.11,0.12,0.8,0.104,0.113,0.097,0.086,0.064,Peyami_Safa
TXT_1221,5.4,24.83,0.111,0.8,0.223,0.104,0.166,0.059,0.084,Peyami_Safa
TXT_1222,6.49,26.86,0.178,0.79,0.237,0.114,0.147,0.079,0.138,Ahmet_Hamdi
TXT_1223,5.69,22.31,0.13,0.66,0.173,0.109,0.14,0.07,0.07,Peyami_Safa
TXT_1224,5.85,21.83,0.152,0.8,0.236,0.062,0.158,0.023,0.047,Ahmet_Hamdi
TXT_1225,5.44,19.75,0.151,0.78,0.221,0.102,0.162,0.028,0.092,Peyami_Safa
TXT_1226,5.51,23.74,0.117,0.73,0.161,0.112,0.127,0.061,0.078,Peyami_Safa
TXT_1227,5.61,14.24,0.134,0.61,0.103,0.085,0.111,0.097,0.115,Halide_Edip
TXT_1228,5.15,21.54,0.12,0.66,0.139,0.076,0.178,0.077,0.064,Halide_Edip
TXT_1229,5.67,23.94,0.15,0.71,0.247,0.101,0.148,0.085,0.108,Peyami_Safa
TXT_1230,5.59,27.92,0.154,0.78,0.111,0.079,0.151,0.061,0.104,Ahmet_Hamdi
TXT_1231,5.96,19.01,0.155,0.76,0.236,0.073,0.17,0.054,0.15,Peyami_Safa
TXT_1232,5.37,18.1,0.092,0.73,0.144,0.052,0.156,0.066,0.14,Halide_Edip
TXT_1233,5.48,16.91,0.114,0.74,0.171,0.095,0.162,0.059,0.068,Peyami_Safa
TXT_1234,6.07,18.08,0.126,0.81,0.186,0.118,0.117,0.099,0.057,Ahmet_Hamdi
TXT_1235,5.74,18.14,0.118,0.66,0.182,0.091,0.175,0.08,0.096,Halide_Edip
TXT_1236,5.8,21.51,0.144,0.73,0.221,0.107,0.098,0.084,0.043,Ahmet_Hamdi
TXT_1237,6.21,25.62,0.143,0.81,0.104,0.059,0.177,0.058,0.092,Ahmet_Hamdi
TXT_1238,5.33,17.2,0.126,0.73,0.128,0.093,0.12,0.044,0.124,Peyami_Safa
TXT_1239,5.97,21.21,0.12,0.72,0.103,0.076,0.135,0.066,0.059,Peyami_Safa
TXT_1240,5.31,16.24,0.106,0.72,0.192,0.117,0.152,0.047,0.101,Halide_Edip
TXT_1241,5.93,22.33,0.158,0.74,0.235,0.098,0.1,0.1,0.082,Peyami_Safa
TXT_1242,5.84,17.19,0.114,0.77,0.135,0.057,0.089,0.076,0.104,Peyami_Safa
TXT_1243,4.83,15.88,0.119,0.7,0.101,0.105,0.167,0.021,0.071,Halide_Edip
TXT_1244,5.36,21.2,0.141,0.73,0.231,0.057,0.168,0.055,0.128,Peyami_Safa
TXT_1245,5.66,23.78,0.17,0.81,0.172,0.07,0.153,0.096,0.098,Ahmet_Hamdi
TXT_1246,5.41,22.52,0.136,0.67,0.127,0.094,0.178,0.085,0.103,Peyami_Safa
TXT_1247,5.69,17.69,0.125,0.66,0.138,0.057,0.137,0.029,0.05,Peyami_Safa
TXT_1248,5.66,17.23,0.155,0.71,0.236,0.084,0.152,0.057,0.051,Peyami_Safa
TXT_1249,4.87,18.18,0.135,0.75,0.169,0.093,0.105,0.03,0.104,Halide_Edip
TXT_1250,5.41,20.83,0.149,0.67,0.129,0.066,0.081,0.067,0.135,Peyami_Safa
TXT_1251,5.1,14.2,0.11,0.71,0.217,0.066,0.166,0.099,0.045,Halide_Edip
TXT_1252,4.82,21.92,0.115,0.63,0.149,0.066,0.149,0.026,0.065,Halide_Edip
TXT_1253,6.0,19.71,0.121,0.72,0.2,0.1,0.175,0.042,0.149,Peyami_Safa
TXT_1254,5.52,22.85,0.172,0.85,0.157,0.059,0.171,0.077,0.122,Ahmet_Hamdi
TXT_1255,5.82,19.24,0.164,0.72,0.218,0.056,0.094,0.025,0.126,Ahmet_Hamdi
TXT_1256,5.72,18.87,0.168,0.81,0.169,0.11,0.131,0.08,0.102,Ahmet_Hamdi
TXT_1257,6.13,21.63,0.136,0.69,0.119,0.095,0.08,0.076,0.125,Peyami_Safa
TXT_1258,5.82,26.3,0.155,0.76,0.203,0.11,0.162,0.097,0.108,Ahmet_Hamdi
TXT_1259,5.52,20.3,0.146,0.78,0.103,0.077,0.148,0.066,0.057,Ahmet_Hamdi
TXT_1260,5.6,19.0,0.135,0.7,0.22,0.117,0.164,0.063,0.042,Peyami_Safa
TXT_1261,5.59,23.54,0.141,0.78,0.232,0.079,0.154,0.032,0.105,Ahmet_Hamdi
TXT_1262,6.11,21.4,0.149,0.77,0.162,0.06,0.086,0.026,0.12,Ahmet_Hamdi
TXT_1263,5.7,22.96,0.137,0.8,0.172,0.098,0.171,0.1,0.103,Peyami_Safa
TXT_1264,6.47,20.09,0.175,0.71,0.184,0.066,0.16,0.08,0.041,Ahmet_Hamdi
TXT_1265,5.46,19.21,0.132,0.63,0.211,0.064,0.169,0.058,0.115,Halide_Edip
TXT_1266,6.3,24.11,0.167,0.73,0.225,0.058,0.132,0.075,0.092,Ahmet_Hamdi
TXT_1267,5.81,24.06,0.146,0.78,0.179,0.06,0.116,0.079,0.138,Peyami_Safa
TXT_1268,5.22,20.5,0.094,0.72,0.101,0.076,0.145,0.068,0.086,Halide_Edip
TXT_1269,5.67,19.13,0.144,0.69,0.159,0.104,0.142,0.037,0.075,Peyami_Safa
TXT_1270,5.48,16.8,0.095,0.7,0.108,0.111,0.16,0.043,0.144,Halide_Edip
TXT_1271,5.23,18.46,0.123,0.72,0.182,0.115,0.178,0.093,0.103,Halide_Edip
TXT_1272,4.91,21.72,0.124,0.65,0.239,0.079,0.139,0.09,0.095,Halide_Edip
TXT_1273,5.54,16.97,0.107,0.74,0.166,0.072,0.144,0.062,0.065,Halide_Edip
TXT_1274,5.94,22.13,0.129,0.77,0.215,0.059,0.098,0.081,0.074,Ahmet_Hamdi
TXT_1275,6.34,19.97,0.13,0.74,0.239,0.1,0.153,0.091,0.062,Ahmet_Hamdi
TXT_1276,5.95,18.71,0.156,0.76,0.174,0.083,0.145,0.095,0.072,Peyami_Safa
TXT_1277,6.11,22.24,0.112,0.77,0.185,0.115,0.122,0.087,0.133,Peyami_Safa
TXT_1278,5.04,16.35,0.121,0.61,0.146,0.116,0.119,0.071,0.114,Halide_Edip
TXT_1279,5.96,20.78,0.132,0.81,0.18,0.1,0.155,0.078,0.105,Ahmet_Hamdi
TXT_1280,6.1,18.31,0.115,0.78,0.209,0.074,0.158,0.064,0.136,Peyami_Safa
TXT_1281,5.04,18.51,0.125,0.73,0.229,0.099,0.099,0.022,0.123,Halide_Edip
TXT_1282,5.76,20.83,0.123,0.82,0.167,0.075,0.083,0.037,0.123,Ahmet_Hamdi
TXT_1283,6.33,25.47,0.176,0.74,0.237,0.108,0.1,0.035,0.061,Ahmet_Hamdi
TXT_1284,6.19,16.37,0.158,0.73,0.109,0.08,0.108,0.034,0.07,Peyami_Safa
TXT_1285,6.16,22.6,0.132,0.73,0.119,0.096,0.141,0.067,0.09,Ahmet_Hamdi
TXT_1286,4.87,19.0,0.139,0.74,0.21,0.066,0.147,0.077,0.092,Halide_Edip
TXT_1287,6.43,18.93,0.174,0.82,0.145,0.119,0.163,0.046,0.042,Ahmet_Hamdi
TXT_1288,5.76,23.68,0.122,0.73,0.192,0.097,0.126,0.032,0.063,Ahmet_Hamdi
TXT_1289,5.74,16.96,0.098,0.65,0.15,0.063,0.151,0.067,0.105,Halide_Edip
TXT_1290,6.0,21.58,0.138,0.76,0.206,0.065,0.107,0.054,0.048,Ahmet_Hamdi
TXT_1291,5.84,21.69,0.155,0.75,0.234,0.067,0.134,0.066,0.097,Ahmet_Hamdi
TXT_1292,5.23,18.63,0.104,0.72,0.153,0.115,0.083,0.092,0.12,Halide_Edip
TXT_1293,6.0,20.84,0.138,0.79,0.234,0.085,0.147,0.048,0.101,Ahmet_Hamdi
TXT_1294,5.25,17.37,0.11,0.73,0.229,0.092,0.085,0.079,0.065,Peyami_Safa
TXT_1295,5.49,14.23,0.124,0.74,0.211,0.109,0.106,0.026,0.079,Halide_Edip
TXT_1296,6.12,24.03,0.123,0.69,0.17,0.091,0.106,0.036,0.131,Peyami_Safa
TXT_1297,6.18,19.16,0.154,0.67,0.249,0.086,0.155,0.099,0.095,Peyami_Safa
TXT_1298,5.94,21.22,0.136,0.73,0.199,0.076,0.173,0.087,0.042,Peyami_Safa
TXT_1299,5.84,19.81,0.14,0.77,0.199,0.052,0.103,0.068,0.075,Ahmet_Hamdi
TXT_1300,5.23,24.88,0.116,0.71,0.214,0.098,0.155,0.081,0.092,Peyami_Safa
TXT_1301,5.45,21.58,0.138,0.66,0.208,0.1,0.159,0.026,0.083,Peyami_Safa
TXT_1302,4.91,20.08,0.095,0.71,0.135,0.102,0.1,0.092,0.067,Halide_Edip
TXT_1303,5.78,23.08,0.156,0.69,0.214,0.079,0.121,0.033,0.087,Peyami_Safa
TXT_1304,5.71,22.96,0.177,0.8,0.162,0.108,0.169,0.054,0.14,Ahmet_Hamdi
TXT_1305,5.72,16.68,0.093,0.6,0.242,0.069,0.164,0.071,0.063,Halide_Edip
TXT_1306,5.38,17.36,0.151,0.79,0.104,0.092,0.081,0.067,0.07,Peyami_Safa
TXT_1307,5.37,22.49,0.138,0.79,0.165,0.105,0.147,0.043,0.081,Peyami_Safa
TXT_1308,5.35,18.69,0.131,0.67,0.168,0.058,0.115,0.064,0.131,Peyami_Safa
TXT_1309,5.76,18.41,0.116,0.79,0.226,0.111,0.146,0.057,0.085,Peyami_Safa
TXT_1310,5.91,18.0,0.117,0.7,0.124,0.098,0.173,0.047,0.055,Peyami_Safa
TXT_1311,5.82,18.04,0.148,0.73,0.119,0.066,0.102,0.088,0.12,Ahmet_Hamdi
TXT_1312,5.52,27.02,0.137,0.71,0.208,0.088,0.116,0.047,0.076,Ahmet_Hamdi
TXT_1313,6.14,25.29,0.154,0.8,0.11,0.081,0.106,0.04,0.146,Ahmet_Hamdi
TXT_1314,4.89,21.42,0.091,0.63,0.128,0.109,0.107,0.086,0.065,Halide_Edip
TXT_1315,6.27,26.46,0.126,0.79,0.233,0.107,0.16,0.069,0.059,Ahmet_Hamdi
